subset,k,finding,n_pos,auroc_mean,auroc_sd_seed,ci_lo,ci_hi
FLAIRsag+SWIax,2,Glioma,66,0.7764957931410166,0.003439979090365778,0.7022921178690131,0.8349174326423202
FLAIRsag+SWIax,2,Pituitary adenoma,25,0.5665834044975804,0.03042865141195125,0.4293657739582101,0.6539310628072844
FLAIRax+SWIax,2,Cerebral infarction,424,0.8036692685707795,0.001903225904521163,0.7828723282853001,0.8280715338712549
FLAIRax+SWIax,2,Cerebral hemorrhage,294,0.8311364733459783,0.006238379018368933,0.7958566098187199,0.853881998238643
FLAIRax+SWIax,2,Metastatic malignant neoplasm to brain,373,0.8916045467425183,0.0012136504847245276,0.8753804504874159,0.9087016414225236
FLAIRax+SWIax,2,Intracranial meningioma,181,0.7392040688380677,0.003933511961474062,0.7018982405740968,0.7703734556497714
FLAIRax+SWIax,2,Demyelinating disease of central nervous system,250,0.8208256954318421,0.005258897828649344,0.7815407898865805,0.8445158539302514
FLAIRax+SWIax,2,Herniation of nucleus pulposus,138,0.6885969719984236,0.004330089831837785,0.653634704995019,0.7352867233086945
FLAIRax+SWIax,2,Spinal cord compression,74,0.6148046855740814,0.018367705564534414,0.5334388808250896,0.6566291675356569
FLAIRax+SWIax,2,Lacunar infarct,213,0.8190085441236136,0.0047369779859766994,0.7764513571947315,0.8443494883094661
FLAIRax+SWIax,2,Silent micro-hemorrhage of brain,195,0.7826908673940638,0.005200099114260865,0.7453098432315903,0.8147363401979305
