finding,pair,context,synergy,ci_lo,ci_hi,sig_pos,sig_neg
Metastatic malignant neoplasm to brain,T1ax|T2ax,SWIax,-0.004039621030218822,-0.016617722309075246,0.006392084117536506,False,False
Metastatic malignant neoplasm to brain,T1ax|T2ax,FLAIRax+FLAIRsag,0.008920411245486417,0.003750332863260317,0.014487461501602674,True,False
Metastatic malignant neoplasm to brain,T1ax|T2ax,FLAIRax+SWIax,0.0038676032428424205,-0.002362260533476032,0.00989511554906296,False,False
Metastatic malignant neoplasm to brain,T1ax|T2ax,FLAIRsag+SWIax,0.006726903282556306,9.708638074656662e-05,0.012813553183047607,True,False
Metastatic malignant neoplasm to brain,T1ax|T2ax,FLAIRax+FLAIRsag+SWIax,0.005627221066167208,0.0010819044264189503,0.00982054419947834,True,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRax,T2ax,-0.0006712644803202886,-0.012586152456068358,0.012152804592475247,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRax,FLAIRsag,0.009448443199292498,0.0012780353535978173,0.017395642920994114,True,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRax,SWIax,-0.004372662612885864,-0.014218106085285303,0.005765999713936781,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRax,T2ax+FLAIRsag,0.0024536853748542103,-0.0035931084507649282,0.008454955394798909,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRax,T2ax+SWIax,0.0035345616601753786,-0.002184532041992887,0.00938275866435078,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRax,FLAIRsag+SWIax,0.004896321525788695,-0.0010111713403799627,0.010368094312396773,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRax,T2ax+FLAIRsag+SWIax,0.003796639309399598,-5.932733023975836e-05,0.007537628898927186,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRsag,T2ax,-0.011044685186283848,-0.02167644979332994,0.00024404760358699766,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRsag,FLAIRax,-0.0019878272188890646,-0.009729327976707466,0.006045482265175726,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRsag,SWIax,-0.011224138777825262,-0.02254542833031841,0.0009831264390549911,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRsag,T2ax+FLAIRax,-0.007919735331109349,-0.013095071592179517,-0.003080379884147673,False,True
Metastatic malignant neoplasm to brain,T1ax|FLAIRsag,T2ax+SWIax,-0.0004576144650501346,-0.007233704492098272,0.006726859831440811,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRsag,FLAIRax+SWIax,-0.0019551546391507035,-0.007634822262603719,0.0035207234407695766,False,False
Metastatic malignant neoplasm to brain,T1ax|FLAIRsag,T2ax+FLAIRax+SWIax,-0.00019553681582591556,-0.004047136279336986,0.00420852928746944,False,False
Metastatic malignant neoplasm to brain,T1ax|SWIax,T2ax,-0.015067125137991277,-0.027865383511673322,-0.001554745265935892,False,True
Metastatic malignant neoplasm to brain,T1ax|SWIax,FLAIRax,0.00012341711736867377,-0.010003275038787493,0.009041586198488705,False,False
Metastatic malignant neoplasm to brain,T1ax|SWIax,FLAIRsag,0.004708211370610838,-0.005770221113541829,0.016613317172770627,False,False
Metastatic malignant neoplasm to brain,T1ax|SWIax,T2ax+FLAIRax,-0.01086129899749561,-0.01776709190821013,-0.005145864978250822,False,True
Metastatic malignant neoplasm to brain,T1ax|SWIax,T2ax+FLAIRsag,-0.004480054416757563,-0.010825570394719342,0.001801263545705865,False,False
Metastatic malignant neoplasm to brain,T1ax|SWIax,FLAIRax+FLAIRsag,0.00015608969710703506,-0.006067167277216898,0.006990088822903146,False,False
Metastatic malignant neoplasm to brain,T1ax|SWIax,T2ax+FLAIRax+FLAIRsag,-0.003137100482212176,-0.006847596065114023,0.0008120876581938557,False,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRax,T1ax,-0.01947159334551115,-0.02895531985945965,-0.010283919750235383,False,True
Metastatic malignant neoplasm to brain,T2ax|FLAIRax,FLAIRsag,0.004144039646094987,-0.003387865157576983,0.012260547765807454,False,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRax,SWIax,-0.01381621582758395,-0.022640646257208394,-0.005223604042049673,False,True
Metastatic malignant neoplasm to brain,T2ax|FLAIRax,T1ax+FLAIRsag,-0.0028507181783433005,-0.008267140900958703,0.001993645082699288,False,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRax,T1ax+SWIax,-0.005908991554522708,-0.012369378888915653,-2.5836439577663618e-05,False,True
Metastatic malignant neoplasm to brain,T2ax|FLAIRax,FLAIRsag+SWIax,-0.00048242640404915995,-0.004944342556021641,0.004781960640499371,False,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRax,T1ax+FLAIRsag+SWIax,-0.0015821086204382577,-0.005235421090017159,0.0023592690081356833,False,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRsag,T1ax,-0.012020861152772837,-0.023577402694503695,-0.0019229691671009852,False,True
Metastatic malignant neoplasm to brain,T2ax|FLAIRsag,FLAIRax,0.010531922126615295,0.0007944176528858455,0.01879000658201664,True,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRsag,SWIax,-0.012409973814588563,-0.0226741868135107,-0.003107685301147807,False,True
Metastatic malignant neoplasm to brain,T2ax|FLAIRsag,T1ax+FLAIRax,0.004600014014395012,-0.002764476113139441,0.012446859325354751,False,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRsag,T1ax+SWIax,-0.0016434495018134343,-0.009062639120865103,0.004713799254355384,False,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRsag,FLAIRax+SWIax,0.0009238156089462276,-0.0056678877728786,0.007327289714017404,False,False
Metastatic malignant neoplasm to brain,T2ax|FLAIRsag,T1ax+FLAIRax+SWIax,0.0026834334322710157,-0.0020093664614303564,0.007275207268045734,False,False
Metastatic malignant neoplasm to brain,T2ax|SWIax,T1ax,-0.012895783648677783,-0.02419514662963649,-0.002952479796500876,False,True
Metastatic malignant neoplasm to brain,T2ax|SWIax,FLAIRax,0.011651534257174941,0.0008247809602787374,0.022397393638868023,True,False
Metastatic malignant neoplasm to brain,T2ax|SWIax,FLAIRsag,0.0066698937896500195,-0.002197902923797698,0.01616503706878837,False,False
Metastatic malignant neoplasm to brain,T2ax|SWIax,T1ax+FLAIRax,0.0006668181423106575,-0.006151262263473745,0.007894323874633513,False,False
Metastatic malignant neoplasm to brain,T2ax|SWIax,T1ax+FLAIRsag,-0.0025183719977183807,-0.008065373515839358,0.004585464306182843,False,False
Metastatic malignant neoplasm to brain,T2ax|SWIax,FLAIRax+FLAIRsag,0.0020434277395058728,-0.003008308543616137,0.007926218150337096,False,False
Metastatic malignant neoplasm to brain,T2ax|SWIax,T1ax+FLAIRax+FLAIRsag,-0.001249762439813338,-0.0057128285978623045,0.00392311516399166,False,False
Metastatic malignant neoplasm to brain,FLAIRax|FLAIRsag,T1ax,-0.015564117540096876,-0.02760327388879818,-0.003528795694488622,False,True
Metastatic malignant neoplasm to brain,FLAIRax|FLAIRsag,T2ax,-0.002068192228103526,-0.014930407758002782,0.009830967336839401,False,False
Metastatic malignant neoplasm to brain,FLAIRax|FLAIRsag,SWIax,-0.014739277384952712,-0.02556322278895426,-0.002753541208931171,False,True
Metastatic malignant neoplasm to brain,FLAIRax|FLAIRsag,T1ax+T2ax,0.001056757627070973,-0.0072109416092729665,0.010694548094926974,False,False
Metastatic malignant neoplasm to brain,FLAIRax|FLAIRsag,T1ax+SWIax,-0.005470293246278152,-0.01318268361965606,0.0012645127500564425,False,False
Metastatic malignant neoplasm to brain,FLAIRax|FLAIRsag,T2ax+SWIax,-0.001405487961417921,-0.008829663463740383,0.005884047545293899,False,False
Metastatic malignant neoplasm to brain,FLAIRax|FLAIRsag,T1ax+T2ax+SWIax,-0.001143410312193702,-0.007318751599753884,0.004926081498065516,False,False
Metastatic malignant neoplasm to brain,FLAIRax|SWIax,T1ax,-0.015420398565133754,-0.029712375011022852,-0.003567841593204574,False,True
Metastatic malignant neoplasm to brain,FLAIRax|SWIax,T2ax,-0.00606362291464098,-0.018638105460218896,0.0077334305147586935,False,False
Metastatic malignant neoplasm to brain,FLAIRax|SWIax,FLAIRsag,-0.0007744525978112275,-0.011173310624055835,0.008406745654307752,False,False
Metastatic malignant neoplasm to brain,FLAIRax|SWIax,T1ax+T2ax,-0.001857796774145313,-0.009273795513234252,0.005488201806063853,False,False
Metastatic malignant neoplasm to brain,FLAIRax|SWIax,T1ax+FLAIRsag,-0.005326574271315031,-0.011615637208871692,0.00103340002641447,False,False
Metastatic malignant neoplasm to brain,FLAIRax|SWIax,T2ax+FLAIRsag,-0.005400918647955375,-0.012991965107081099,0.0017100110660201303,False,False
Metastatic malignant neoplasm to brain,FLAIRax|SWIax,T1ax+T2ax+FLAIRsag,-0.004057964713409988,-0.009508694963859404,0.001071861449702766,False,False
