finding,n_pos,auroc,auprc,method,seed,shift,held_out,axis,subset,k
Rathke's pouch cyst,38,0.579124963529576,0.011273034807504991,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cerebral edema,74,0.8438077026698471,0.24372190788290132,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Mastoiditis,66,0.5589552403432531,0.02052754944949335,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Chronic mastoiditis,123,0.711112044683439,0.0797848214664392,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Ventriculomegaly,345,0.8876724833835036,0.4505125394057647,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cerebellar degeneration,34,0.707086301893741,0.07127042620915944,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Mega cisterna magna,49,0.4639676073425987,0.014210208512554532,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Structure of cave of septum pellucidum,129,0.6353933850638609,0.050998550241176756,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Hyperostosis of skull,40,0.7871654207861104,0.03505586353331341,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Choroid plexus cyst,41,0.5076888684950526,0.00984357181204124,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Pituitary adenoma,52,0.6151474281462189,0.020278150709417984,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cerebral infarction,129,0.8911366579939712,0.21160637778419986,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebral hemorrhage,27,0.857977207977208,0.07642239105479588,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Intracranial meningioma,75,0.7347730220492867,0.04017268593020773,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Demyelinating disease of central nervous system,109,0.5373406643839623,0.027640047730599766,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Lacunar infarct,61,0.9083381673990607,0.1690170187753903,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Gliosis,1237,0.7100001370182097,0.524446508362978,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebral atrophy,550,0.9355747744144776,0.7276009644099194,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Encephalomalacia,62,0.7939745845552296,0.09397230269670312,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Arachnoid cyst,165,0.5787321248285943,0.06557578290839478,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Empty sella syndrome,88,0.6836395794983254,0.041609129604641776,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cyst of pineal gland,175,0.6058595641646489,0.05843698704194396,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Rathke's pouch cyst,38,0.5834697010059494,0.011489109129203092,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebral edema,74,0.841077401252456,0.23559564059037508,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Mastoiditis,66,0.5448993698205056,0.019963469282469004,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Chronic mastoiditis,123,0.7295267588502656,0.0839502727392797,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Ventriculomegaly,345,0.891440901100725,0.4596406088516795,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebellar degeneration,34,0.7303295987308961,0.07808547914495427,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Mega cisterna magna,49,0.4777275820913189,0.01331290448623395,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Structure of cave of septum pellucidum,129,0.6375195326677899,0.05132583002829924,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Hyperostosis of skull,40,0.7946286472148542,0.031141963871290184,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Choroid plexus cyst,41,0.49835868836257097,0.009667433698868555,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Pituitary adenoma,52,0.6187610454841409,0.019736568909859007,finding,2,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebral infarction,129,0.8758295414168968,0.18988189450281656,finding,2,vendor,GE,budget,all4,1
Cerebral hemorrhage,27,0.846536680911681,0.09589027585273784,finding,2,vendor,GE,budget,all4,1
Intracranial meningioma,75,0.7098540856031129,0.03580370736977115,finding,2,vendor,GE,budget,all4,1
Demyelinating disease of central nervous system,109,0.465653697846129,0.022944905430323268,finding,2,vendor,GE,budget,all4,1
Lacunar infarct,61,0.9060575478969827,0.14307717483328034,finding,2,vendor,GE,budget,all4,1
Gliosis,1237,0.6735889179671978,0.49308643316711565,finding,2,vendor,GE,budget,all4,1
Cerebral atrophy,550,0.9408883445397056,0.7546125375653393,finding,2,vendor,GE,budget,all4,1
Encephalomalacia,62,0.8038279569892472,0.06986883359221364,finding,2,vendor,GE,budget,all4,1
Arachnoid cyst,165,0.5628738905715533,0.05851176923080976,finding,2,vendor,GE,budget,all4,1
Empty sella syndrome,88,0.6587111047040298,0.03976298998121042,finding,2,vendor,GE,budget,all4,1
Cyst of pineal gland,175,0.5965019228030195,0.056624882225542725,finding,2,vendor,GE,budget,all4,1
Rathke's pouch cyst,38,0.5351257753929292,0.009580607810396005,finding,2,vendor,GE,budget,all4,1
Cerebral edema,74,0.8600613742845691,0.2469690403736227,finding,2,vendor,GE,budget,all4,1
Mastoiditis,66,0.49511371908848245,0.017846686686016012,finding,2,vendor,GE,budget,all4,1
Chronic mastoiditis,123,0.7151930894308943,0.08233159130303622,finding,2,vendor,GE,budget,all4,1
Ventriculomegaly,345,0.8939290375634671,0.4571920328145796,finding,2,vendor,GE,budget,all4,1
Cerebellar degeneration,34,0.6930567555700344,0.06305957728059754,finding,2,vendor,GE,budget,all4,1
Mega cisterna magna,49,0.44030932817786367,0.0133031564574453,finding,2,vendor,GE,budget,all4,1
Structure of cave of septum pellucidum,129,0.630310115725087,0.048277249299666494,finding,2,vendor,GE,budget,all4,1
Hyperostosis of skull,40,0.7700024113817218,0.03757792655743056,finding,2,vendor,GE,budget,all4,1
Choroid plexus cyst,41,0.493175908604238,0.009541134774761633,finding,2,vendor,GE,budget,all4,1
Pituitary adenoma,52,0.6082271416612408,0.018891205920254936,finding,2,vendor,GE,budget,all4,1
Cerebral infarction,129,0.8900649879078937,0.20457070447886933,finding,2,vendor,GE,budget,all4,2
Cerebral hemorrhage,27,0.8454237891737891,0.06870158412346725,finding,2,vendor,GE,budget,all4,2
Intracranial meningioma,75,0.7279345006485084,0.03655902395583604,finding,2,vendor,GE,budget,all4,2
Demyelinating disease of central nervous system,109,0.5107536074078407,0.025666985266397567,finding,2,vendor,GE,budget,all4,2
Lacunar infarct,61,0.908727541460391,0.1542681919438298,finding,2,vendor,GE,budget,all4,2
Gliosis,1237,0.6989200224709864,0.5149525959162952,finding,2,vendor,GE,budget,all4,2
Cerebral atrophy,550,0.9310470667633164,0.7230979946382932,finding,2,vendor,GE,budget,all4,2
Encephalomalacia,62,0.7909208211143695,0.07672554034245867,finding,2,vendor,GE,budget,all4,2
Arachnoid cyst,165,0.5835766918312915,0.06490231359206809,finding,2,vendor,GE,budget,all4,2
Empty sella syndrome,88,0.6685943356472753,0.04073065429239794,finding,2,vendor,GE,budget,all4,2
Cyst of pineal gland,175,0.6206679960119642,0.058791958561239095,finding,2,vendor,GE,budget,all4,2
Rathke's pouch cyst,38,0.5641181768593574,0.01111313578526698,finding,2,vendor,GE,budget,all4,2
Cerebral edema,74,0.839359052706974,0.22440213236275172,finding,2,vendor,GE,budget,all4,2
Mastoiditis,66,0.5846440625620437,0.02227201938497908,finding,2,vendor,GE,budget,all4,2
Chronic mastoiditis,123,0.7223049100569746,0.07713211054811818,finding,2,vendor,GE,budget,all4,2
Ventriculomegaly,345,0.8982331062475009,0.47608837371471047,finding,2,vendor,GE,budget,all4,2
Cerebellar degeneration,34,0.7402019801419242,0.0900749587781373,finding,2,vendor,GE,budget,all4,2
Mega cisterna magna,49,0.46087038005148895,0.01388072115249688,finding,2,vendor,GE,budget,all4,2
Structure of cave of septum pellucidum,129,0.6315422497812724,0.05076836280878143,finding,2,vendor,GE,budget,all4,2
Hyperostosis of skull,40,0.7932843019049916,0.029860883035421056,finding,2,vendor,GE,budget,all4,2
Choroid plexus cyst,41,0.5111597425670349,0.009941008644173865,finding,2,vendor,GE,budget,all4,2
Pituitary adenoma,52,0.6258208538740582,0.020834593359425002,finding,2,vendor,GE,budget,all4,2
Cerebral infarction,129,0.8907087540736836,0.20853259938976293,finding,2,vendor,GE,budget,all4,3
Cerebral hemorrhage,27,0.8590811965811965,0.09155494930067272,finding,2,vendor,GE,budget,all4,3
Intracranial meningioma,75,0.7302821011673153,0.03832861077711918,finding,2,vendor,GE,budget,all4,3
Demyelinating disease of central nervous system,109,0.5318738723335329,0.02954435074519411,finding,2,vendor,GE,budget,all4,3
Lacunar infarct,61,0.9097049498184245,0.16011376399465344,finding,2,vendor,GE,budget,all4,3
Gliosis,1237,0.7114840442294781,0.526173049158015,finding,2,vendor,GE,budget,all4,3
Cerebral atrophy,550,0.9365691004074286,0.7317828194992244,finding,2,vendor,GE,budget,all4,3
Encephalomalacia,62,0.7885747800586511,0.08696584078781873,finding,2,vendor,GE,budget,all4,3
Arachnoid cyst,165,0.5903319620873076,0.07499760173928802,finding,2,vendor,GE,budget,all4,3
Empty sella syndrome,88,0.6875651489276764,0.041814695205352706,finding,2,vendor,GE,budget,all4,3
Cyst of pineal gland,175,0.604824099131178,0.057712100215974706,finding,2,vendor,GE,budget,all4,3
Rathke's pouch cyst,38,0.579124963529576,0.011273034807504991,finding,2,vendor,GE,budget,all4,3
Cerebral edema,74,0.836083348118359,0.21357329604342934,finding,2,vendor,GE,budget,all4,3
Mastoiditis,66,0.5594736493790122,0.02055722862239433,finding,2,vendor,GE,budget,all4,3
Chronic mastoiditis,123,0.7416438608283721,0.08545120462616133,finding,2,vendor,GE,budget,all4,3
Ventriculomegaly,345,0.8919901319512029,0.4637459858009847,finding,2,vendor,GE,budget,all4,3
Cerebellar degeneration,34,0.7338068865880086,0.09044625609193195,finding,2,vendor,GE,budget,all4,3
Mega cisterna magna,49,0.4642240656533276,0.014219691105262052,finding,2,vendor,GE,budget,all4,3
Structure of cave of septum pellucidum,129,0.6400009933483863,0.05087621621929131,finding,2,vendor,GE,budget,all4,3
Hyperostosis of skull,40,0.7937846636122499,0.030378913913972693,finding,2,vendor,GE,budget,all4,3
Choroid plexus cyst,41,0.5078124080806654,0.009846643247056305,finding,2,vendor,GE,budget,all4,3
Pituitary adenoma,52,0.6151474281462189,0.020278150709417984,finding,2,vendor,GE,budget,all4,3
Cerebral infarction,129,0.891050695152842,0.21140786014278623,finding,2,vendor,GE,budget,all4,4
Cerebral hemorrhage,27,0.8579326923076922,0.075766991189551,finding,2,vendor,GE,budget,all4,4
Intracranial meningioma,75,0.7347892347600519,0.040165096091542306,finding,2,vendor,GE,budget,all4,4
Demyelinating disease of central nervous system,109,0.5388232223927002,0.027722843422402298,finding,2,vendor,GE,budget,all4,4
Lacunar infarct,61,0.9082428104860818,0.16892345553244445,finding,2,vendor,GE,budget,all4,4
Gliosis,1237,0.710408725319595,0.5247486374160876,finding,2,vendor,GE,budget,all4,4
Cerebral atrophy,550,0.9347569175394308,0.7250221431612569,finding,2,vendor,GE,budget,all4,4
Encephalomalacia,62,0.7940293255131966,0.09397646592737426,finding,2,vendor,GE,budget,all4,4
Arachnoid cyst,165,0.5783508882961892,0.06519023527154953,finding,2,vendor,GE,budget,all4,4
Empty sella syndrome,88,0.6837144314577835,0.041611146195093436,finding,2,vendor,GE,budget,all4,4
Cyst of pineal gland,175,0.6055804016521863,0.058424540571818555,finding,2,vendor,GE,budget,all4,4
Rathke's pouch cyst,38,0.5834697010059494,0.011489109129203092,finding,2,vendor,GE,budget,all4,4
Cerebral edema,74,0.8410248322720971,0.23564290225434825,finding,2,vendor,GE,budget,all4,4
Mastoiditis,66,0.5448111299846315,0.01997167457875054,finding,2,vendor,GE,budget,all4,4
Chronic mastoiditis,123,0.7291446610332245,0.08388396361463257,finding,2,vendor,GE,budget,all4,4
Ventriculomegaly,345,0.8907038151928721,0.45763850059915007,finding,2,vendor,GE,budget,all4,4
Cerebellar degeneration,34,0.7300888089403833,0.07791898034724672,finding,2,vendor,GE,budget,all4,4
Mega cisterna magna,49,0.47893096339550806,0.013312347385080305,finding,2,vendor,GE,budget,all4,4
Structure of cave of septum pellucidum,129,0.6375405458067327,0.051341886272164704,finding,2,vendor,GE,budget,all4,4
Hyperostosis of skull,40,0.7946407041234628,0.031144110342141866,finding,2,vendor,GE,budget,all4,4
Choroid plexus cyst,41,0.49752920828774133,0.009663189422985347,finding,2,vendor,GE,budget,all4,4
Pituitary adenoma,52,0.6187610454841409,0.01973656890985901,finding,2,vendor,GE,budget,all4,4
Cerebral infarction,129,0.8731818859101171,0.20436273753392034,label_id,2,vendor,GE,availability,T2cor,1
Cerebral hemorrhage,27,0.8135950854700855,0.02114941270863035,label_id,2,vendor,GE,availability,T2cor,1
Intracranial meningioma,75,0.7195363164721141,0.03838566002166168,label_id,2,vendor,GE,availability,T2cor,1
Demyelinating disease of central nervous system,109,0.46152323274136003,0.022724524659841226,label_id,2,vendor,GE,availability,T2cor,1
Lacunar infarct,61,0.8986634139364128,0.12640135066745264,label_id,2,vendor,GE,availability,T2cor,1
Gliosis,1237,0.7125703245961388,0.5251891747755173,label_id,2,vendor,GE,availability,T2cor,1
Cerebral atrophy,550,0.9146844302247107,0.6710708905259571,label_id,2,vendor,GE,availability,T2cor,1
Encephalomalacia,62,0.7693802541544477,0.087245000508424,label_id,2,vendor,GE,availability,T2cor,1
Arachnoid cyst,165,0.5985609451049531,0.08428964626115723,label_id,2,vendor,GE,availability,T2cor,1
Empty sella syndrome,88,0.6582675375368715,0.051899165696632346,label_id,2,vendor,GE,availability,T2cor,1
Cyst of pineal gland,175,0.628497365047714,0.058315721067292346,label_id,2,vendor,GE,availability,T2cor,1
Rathke's pouch cyst,38,0.5915566211262067,0.012487667748014892,label_id,2,vendor,GE,availability,T2cor,1
Cerebral edema,74,0.7821738587602921,0.07553182170776174,label_id,2,vendor,GE,availability,T2cor,1
Mastoiditis,66,0.49404381107851136,0.021738057019664463,label_id,2,vendor,GE,availability,T2cor,1
Chronic mastoiditis,123,0.7609087926509186,0.0912981896178715,label_id,2,vendor,GE,availability,T2cor,1
Ventriculomegaly,345,0.8772755735614753,0.44135166815902827,label_id,2,vendor,GE,availability,T2cor,1
Cerebellar degeneration,34,0.7578504553759863,0.15218734092204134,label_id,2,vendor,GE,availability,T2cor,1
Mega cisterna magna,49,0.534355549856482,0.01203289772756919,label_id,2,vendor,GE,availability,T2cor,1
Structure of cave of septum pellucidum,129,0.5974990544087476,0.04175038899785066,label_id,2,vendor,GE,availability,T2cor,1
Hyperostosis of skull,40,0.7644924041475765,0.028788975008407817,label_id,2,vendor,GE,availability,T2cor,1
Choroid plexus cyst,41,0.47925711529184756,0.009255512335291422,label_id,2,vendor,GE,availability,T2cor,1
Pituitary adenoma,52,0.6316900753418286,0.019460706127275306,label_id,2,vendor,GE,availability,T2cor,1
Cerebral infarction,129,0.8910315922992575,0.2147466062711528,label_id,2,vendor,GE,availability,FLAIRax,1
Cerebral hemorrhage,27,0.8398148148148148,0.08078535428617778,label_id,2,vendor,GE,availability,FLAIRax,1
Intracranial meningioma,75,0.7202367055771725,0.03552914086379568,label_id,2,vendor,GE,availability,FLAIRax,1
Demyelinating disease of central nervous system,109,0.5652572991797562,0.058668061968370405,label_id,2,vendor,GE,availability,FLAIRax,1
Lacunar infarct,61,0.908358033422598,0.15012860500763203,label_id,2,vendor,GE,availability,FLAIRax,1
Gliosis,1237,0.7270600002740364,0.5462770868706267,label_id,2,vendor,GE,availability,FLAIRax,1
Cerebral atrophy,550,0.9426980278451271,0.7486530394683303,label_id,2,vendor,GE,availability,FLAIRax,1
Encephalomalacia,62,0.7991984359726295,0.06748085393091176,label_id,2,vendor,GE,availability,FLAIRax,1
Arachnoid cyst,165,0.5519144704127299,0.05346663726057165,label_id,2,vendor,GE,availability,FLAIRax,1
Empty sella syndrome,88,0.6784359821685999,0.04217244302610122,label_id,2,vendor,GE,availability,FLAIRax,1
Cyst of pineal gland,175,0.592538099985757,0.056473369372401355,label_id,2,vendor,GE,availability,FLAIRax,1
Rathke's pouch cyst,38,0.6341921325366925,0.01483260124570647,label_id,2,vendor,GE,availability,FLAIRax,1
Cerebral edema,74,0.852291021875267,0.22029325443453737,label_id,2,vendor,GE,availability,FLAIRax,1
Mastoiditis,66,0.640470465391601,0.027072121877913646,label_id,2,vendor,GE,availability,FLAIRax,1
Chronic mastoiditis,123,0.6947898662057487,0.08474449230821651,label_id,2,vendor,GE,availability,FLAIRax,1
Ventriculomegaly,345,0.8950335347682744,0.4528458636637653,label_id,2,vendor,GE,availability,FLAIRax,1
Cerebellar degeneration,34,0.7288565317771704,0.06186340953893353,label_id,2,vendor,GE,availability,FLAIRax,1
Mega cisterna magna,49,0.4804401219163354,0.012966047334373487,label_id,2,vendor,GE,availability,FLAIRax,1
Structure of cave of septum pellucidum,129,0.6058068854325458,0.04441183233437685,label_id,2,vendor,GE,availability,FLAIRax,1
Hyperostosis of skull,40,0.7550578731613214,0.02748742063183397,label_id,2,vendor,GE,availability,FLAIRax,1
Choroid plexus cyst,41,0.5283376278046428,0.010591298722859667,label_id,2,vendor,GE,availability,FLAIRax,1
Pituitary adenoma,52,0.6042182122593247,0.021790004236432868,label_id,2,vendor,GE,availability,FLAIRax,1
Cerebral infarction,129,0.8756079483153194,0.19870489614671713,label_id,2,vendor,GE,availability,T2ax,1
Cerebral hemorrhage,27,0.8021367521367522,0.02868549595783686,label_id,2,vendor,GE,availability,T2ax,1
Intracranial meningioma,75,0.718103112840467,0.03615576184956947,label_id,2,vendor,GE,availability,T2ax,1
Demyelinating disease of central nervous system,109,0.5424407539223671,0.027796390365227408,label_id,2,vendor,GE,availability,T2ax,1
Lacunar infarct,61,0.904937104169481,0.17352613473209264,label_id,2,vendor,GE,availability,T2ax,1
Gliosis,1237,0.6870273899401229,0.5109130697939346,label_id,2,vendor,GE,availability,T2ax,1
Cerebral atrophy,550,0.8997300472417327,0.6518414705545359,label_id,2,vendor,GE,availability,T2ax,1
Encephalomalacia,62,0.7586744868035191,0.07160226161848944,label_id,2,vendor,GE,availability,T2ax,1
Arachnoid cyst,165,0.5830161385109172,0.07209902989213142,label_id,2,vendor,GE,availability,T2ax,1
Empty sella syndrome,88,0.6659079819911731,0.03922067963794465,label_id,2,vendor,GE,availability,T2ax,1
Cyst of pineal gland,175,0.581350235009258,0.05191718868225257,label_id,2,vendor,GE,availability,T2ax,1
Rathke's pouch cyst,38,0.6077114333193794,0.023152927830964905,label_id,2,vendor,GE,availability,T2ax,1
Cerebral edema,74,0.7837476426097871,0.12180928127941215,label_id,2,vendor,GE,availability,T2ax,1
Mastoiditis,66,0.49249226063106183,0.017399751457416103,label_id,2,vendor,GE,availability,T2ax,1
Chronic mastoiditis,123,0.7379109051917291,0.08804584441636601,label_id,2,vendor,GE,availability,T2ax,1
Ventriculomegaly,345,0.869598412662487,0.4308992232966901,label_id,2,vendor,GE,availability,T2ax,1
Cerebellar degeneration,34,0.6978442231696436,0.07330284939346073,label_id,2,vendor,GE,availability,T2ax,1
Mega cisterna magna,49,0.4923161144593168,0.01207721547600315,label_id,2,vendor,GE,availability,T2ax,1
Structure of cave of septum pellucidum,129,0.6288907737037759,0.04532121722002596,label_id,2,vendor,GE,availability,T2ax,1
Hyperostosis of skull,40,0.7430552206414275,0.023077068869577683,label_id,2,vendor,GE,availability,T2ax,1
Choroid plexus cyst,41,0.5131540244490722,0.010042163130626294,label_id,2,vendor,GE,availability,T2ax,1
Pituitary adenoma,52,0.6465305552971816,0.028343576222077435,label_id,2,vendor,GE,availability,T2ax,1
Cerebral infarction,129,0.8794648144539831,0.1948760511158464,label_id,2,vendor,GE,availability,T1ax,1
Cerebral hemorrhage,27,0.8629095441595442,0.06722556242449576,label_id,2,vendor,GE,availability,T1ax,1
Intracranial meningioma,75,0.7221173800259403,0.039210128166907096,label_id,2,vendor,GE,availability,T1ax,1
Demyelinating disease of central nervous system,109,0.5481572636343593,0.028999154265481247,label_id,2,vendor,GE,availability,T1ax,1
Lacunar infarct,61,0.892945972362388,0.12965980263496762,label_id,2,vendor,GE,availability,T1ax,1
Gliosis,1237,0.6972141457599714,0.511444816344347,label_id,2,vendor,GE,availability,T1ax,1
Cerebral atrophy,550,0.9015612267853127,0.6519012912505013,label_id,2,vendor,GE,availability,T1ax,1
Encephalomalacia,62,0.8034173998044966,0.06372553774157261,label_id,2,vendor,GE,availability,T1ax,1
Arachnoid cyst,165,0.5815951659810437,0.05103167885140016,label_id,2,vendor,GE,availability,T1ax,1
Empty sella syndrome,88,0.6633602430748076,0.040661405455260057,label_id,2,vendor,GE,availability,T1ax,1
Cyst of pineal gland,175,0.5342857142857143,0.04525006152503837,label_id,2,vendor,GE,availability,T1ax,1
Rathke's pouch cyst,38,0.6050982481511079,0.014557185627790811,label_id,2,vendor,GE,availability,T1ax,1
Cerebral edema,74,0.8108206674946281,0.09012862862571457,label_id,2,vendor,GE,availability,T1ax,1
Mastoiditis,66,0.48851411469708,0.019848221278855282,label_id,2,vendor,GE,availability,T1ax,1
Chronic mastoiditis,123,0.7268550748991741,0.08386312850734612,label_id,2,vendor,GE,availability,T1ax,1
Ventriculomegaly,345,0.8662728500403624,0.4196425448567724,label_id,2,vendor,GE,availability,T1ax,1
Cerebellar degeneration,34,0.6897423549241511,0.05540124106148675,label_id,2,vendor,GE,availability,T1ax,1
Mega cisterna magna,49,0.46098381353508056,0.012626059965406628,label_id,2,vendor,GE,availability,T1ax,1
Structure of cave of septum pellucidum,129,0.633316904879251,0.049916071903893786,label_id,2,vendor,GE,availability,T1ax,1
Hyperostosis of skull,40,0.7343621895346033,0.027942370866960477,label_id,2,vendor,GE,availability,T1ax,1
Choroid plexus cyst,41,0.5122715988375514,0.009877199609409942,label_id,2,vendor,GE,availability,T1ax,1
Pituitary adenoma,52,0.6250348804762349,0.02217563295550915,label_id,2,vendor,GE,availability,T1ax,1
Cerebral infarction,129,0.893060315349907,0.2251690715250266,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral hemorrhage,27,0.8487001424501425,0.06777779037568728,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Intracranial meningioma,75,0.727367055771725,0.039362474615890666,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Demyelinating disease of central nervous system,109,0.4836581162739425,0.02529040554264611,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Lacunar infarct,61,0.9113021781108206,0.15999648942336533,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Gliosis,1237,0.7349634846471096,0.5529678817158442,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral atrophy,550,0.9470762616542105,0.7623130428405056,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Encephalomalacia,62,0.7952649071358748,0.09668197522795346,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Arachnoid cyst,165,0.6005168542712053,0.08563617372033433,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Empty sella syndrome,88,0.6919010179866486,0.043613040008225336,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Cyst of pineal gland,175,0.609478706736932,0.056253487207405625,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Rathke's pouch cyst,38,0.6256929380573633,0.01564121501908764,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral edema,74,0.8473232532313495,0.2040088476711668,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Mastoiditis,66,0.593129793445251,0.025069065388461334,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Chronic mastoiditis,123,0.7253156808142885,0.07799953361211504,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Ventriculomegaly,345,0.8989762276592053,0.4758784581955562,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Cerebellar degeneration,34,0.7528151159332022,0.11802165817653477,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Mega cisterna magna,49,0.49092038942208105,0.012376592500774403,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Structure of cave of septum pellucidum,129,0.6087754688795413,0.04417834007808092,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Hyperostosis of skull,40,0.7715034965034965,0.026671767431380545,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Choroid plexus cyst,41,0.5201016554304472,0.010264583617171075,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Pituitary adenoma,52,0.6180820388801042,0.027580196464893868,label_id,2,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral infarction,129,0.8832357177515178,0.21313564993420683,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Cerebral hemorrhage,27,0.8147346866096865,0.028593530971781196,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Intracranial meningioma,75,0.7260635538261998,0.0386538686148067,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Demyelinating disease of central nervous system,109,0.4819843330288727,0.024011011960156342,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Lacunar infarct,61,0.9086162917285825,0.17690676779133038,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Gliosis,1237,0.7057820314319774,0.5272514067377421,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Cerebral atrophy,550,0.9185617516934537,0.6858722522882844,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Encephalomalacia,62,0.767386119257087,0.09317771976226116,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Arachnoid cyst,165,0.5985654656962465,0.08366646807837788,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Empty sella syndrome,88,0.670842666725809,0.040722552769358385,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Cyst of pineal gland,175,0.606942031049708,0.0553078193782429,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Rathke's pouch cyst,38,0.6099028301049081,0.018035299570348204,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Cerebral edema,74,0.7909495929189584,0.14154258755705187,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Mastoiditis,66,0.513849977572375,0.018655954223268365,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Chronic mastoiditis,123,0.7430902310991615,0.09623005481186286,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Ventriculomegaly,345,0.8826441542373009,0.4565206211966604,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Cerebellar degeneration,34,0.7373408308664183,0.09640002218392951,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Mega cisterna magna,49,0.5135084483285822,0.01212363724812032,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Structure of cave of septum pellucidum,129,0.6247683779002907,0.04517503523266653,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Hyperostosis of skull,40,0.7634012539184952,0.024117913102448405,label_id,2,vendor,GE,availability,T2ax+T2cor,2
Choroid plexus cyst,41,0.5049180520748768,0.009809551566157176,label_id,2,vendor,GE,availability,T2ax+T2cor,2
